Year,S. No,Project Registration No.,Name & Address of Promoter,Project Details & Address,Approval Details,Project Completion Date,Other Details Links,Current Status of Project
2025,158,TN/35/Building/0158/2025 dated 29-04-2025,"M/s. ALLIANCE BUDGET HOUSING INDIA PVT LTD, Plot No.36/1, GANDHI MANDAPAM MAIN ROAD, KOTTURPURAM, CHENNAI-600085, Chennai, Tamil Nadu-","Project Name: Spring Tide Registration for Block - D - 1st Floor to 19 floors with 246 dwelling units Block - E - 1st Floor to 19 floors with 227 dwelling units (Residential) comprised in S.Nos. 88/2 part, 89/2 part, 90/2 part, 91/2 part, 92/2part, 95 part , 96/1 part, 96/2 part, 97/1 part, 97/2 part, 98 part, 129/2 part, 130/1, 130/2, 131, 132/1, 132/2, 132/3, 133/1, 133/2,133/3, 133/4, 134/2, 134/1A, 134/1B, 143 part of Paranur Village, Chengalpattu Taluk, Chengalpattu District.","The Assistant Director, T&CP issued planning permission in P.P.No.45/2024  Letter No.SWP/BPA/0043252/2023 Date: 07.05.2024. The President, Veerapuram Village Panchayat issued building permission in Letter No. 03/2024-2025, Dated 28/11/2024.",31.08.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/c169ce40-f283-11ef-a3d3-41b6db225beb, https://rera.tn.gov.in/public-view2/building/pfirm/dbd02ba0-f35e-11ef-948c-25d6c228f42b",
2025,159,TN/29/Building/0159/2025 dated 30-04-2025,"M/s.RAMANIYAM REALTORS LLP, Door No.14/67, Third Main Road, Gandhi Nagar, Adyar, Chennai - 600020, Chennai, Tamil Nadu-","Project Name: RAMANIYAM ASHOK VIHAR Registration for now applied for Registration for builder share of flat Nos: 5A,5B, 5C, 5D (Total 4 Flats) of stilt floor + 5 floors (Height – 18.30m) Residential Building with 20 dwelling units at Plot No.A-64, New Door No.21/1 to 16, Old Door No.20, Ashok Nagar 11th Avenue, Ashok Nagar, Chennai comprised in Old S.No.223 (Part), and T.S.No.5, Block No.72 of Kodambakkam Village, Chennai District.",CMDA issued Planning Permission No: OL-PP/NHRB/0032/2025 in Lr No: CMDA/PP/NHRB/C/0920/2024 dated 03.02.2025.  Greater Chennai Corporation issued building permission in Lr No: CEBA/WDCN10/00063/2025 dated 12.02.2025.,02.02.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/d12efd60-f11a-11ef-a4b4-31eabc516415, https://rera.tn.gov.in/public-view2/building/pfirm/8f9a4800-f271-11ef-a6aa-3fb46cef5d50",
2025,160,TN/29/Building/0160/2025 dated 30-04-2025,"M/s. ROOHI BUILDERS rep by its Partner Thiru. K MOHAMMAD IDRIS, 2. M/s. ROOHI CONSTRUCTION rep by its Proprietor Thiru. K MOHAMMAD IDRIS (GPA HOLDER), Door No.201, Roohi Corner, 2nd Floor, TTK Road, Alwarpet, Chennai, Tamil Nadu-600018.","Project Name: ROOHI'S ANIKA Registration for Builders Share of Flat Nos. T1, T2, T3, T4, T5 (Totally 5 Flats) Stilt Floor + 3 Floors (Height - 12.0m) Residential Building with 15 dwelling units at New Door Nos.11, 13, 15, 21 & 23, Old Door Nos.4, 5, 6, 8 & 9, Sengalaneer Pillaiyar Koil Street, Mylapore, Chennai 600 004, comprised in R.S.No.3247, Block No.64 of Mylapore Village, Chennai District.","CMDA issued Planning Permission in OL-PP/NHRB/0059/2024 in Letter No. CMDA/PP/NHRB/S/0570/2023, dated 15/02/2024. The Executive Engineer (T.P), Greater Chennai Corporation has issued Building Permission in Letter No. CEBA/WDCN09/00248/2024, dated 12/06/2024.",31.12.2025,"https://rera.tn.gov.in/public-view1/building/pfirm/28c2a250-edcb-11ef-bcdb-6fe6779bbb00, https://rera.tn.gov.in/public-view2/building/pfirm/3098b0c0-f0c6-11ef-9f1a-8bbff287f194",
2025,161,TN/35/Building/0161/2025 dated 30-04-2025,"S&P FOUNDATION PVT LTD, Door No.NO:7, 4TH floor,  ADYAR, Chennai, Chennai, Tamil Nadu-600020.","Project Name: S&P NEW HAVEN RIBBON WALK Registration for  Wing - 2: Basement Floor + Stilt Floor + 16 Floors with 192 Units; Wing - 7: Basement Floor + Stilt Floor + 18 Floors with  192 Units comprised in S.No. 76B/1, 77/1, 2A, 78/1A, 2, 5, 8A, 79, 80/1, 2A, 81A/9, 81A/10 of Keezhakottaiyur village and survey No; 131/1A, 131/1B of Mambakkam village ,Tiruporur Taluk, Chengalpattu district, Keezhakottaiyur village & Mambakkam village , Tiruporur Taluk Taluk, Chengalpattu District.","Deputy Director (i/c), T&CP  Chengalpattu issued planning permission in Letter No. 2905/2013, Dated 17/09/2014. The  President , Mambakkam & The  President , Melakottaiyur issued building permission in Letter No. 26, Dated 16/10/2014.",31.12.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/94765c20-95c2-11ef-970f-25dc8ff9b283, https://rera.tn.gov.in/public-view2/building/pfirm/5429a660-acb4-11ef-99a3-e98a202e888f",
2025,162,TN/29/Building/0162/2025 dated 02-05-2025,"M/S JONES FOUNDATIONS PRIVATE LIMITED, No.2, Moovarasampet Main road, Madipakkam, CITY, Chennai, Tamil Nadu-600091.","Project Name: JONES VISTA Registration of Stilt floor (Part)  + Ground floor (Part) Gym + 4 Floors + 5th floor (Part) (Height -18.30M) Residential Building With 36 Dwelling Units Availing Premium FSI at door no. 206 & 208, Padmavathy Nagar Extension Road, Velachery, Chennai. Comprised in old s.no. 643,T.S.NO.1/60, Block No.176 of Velachery Village (part-I) within the limit of greater Chennai Corporation Chennai District.","CMDA, Planning Permission No. OL-PP/NHRB/0504/2024 in Letter No. CMDA/PP/NHRB/S/0878/2023 dated 21/08/2024. CMDA errata letter No. PP/NHRB/S/0878/2023 Dt:09.04.2025 (Survey No. to be read as 1/60 instead of survey no.1/160). The Greater Chennai Corporation issued Building Permission No. CEBA/WDCN13/00477/2024 dated 04/10/2024.",03.10.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/e00a5a00-d197-11ef-8b70-5d00a073da0d, https://rera.tn.gov.in/public-view2/building/pfirm/09c14840-d19d-11ef-9e11-0b988ec96a3b",
2025,163,TN/11/Building/0163/2025 dated 02-05-2025,"CINCO REALTORS, Plot No.A1, No.14/15 sitra road, Near Devapaul supermarket,, Kalapatti, Coimbatore, Tamil Nadu-641048.","Project Name: CINCO AARANYA Registration for Stilt Floor + 5 Floors Residential Building with 25 Dwelling units in Block A & 84 Dwelling units in Block B (total 109 dwelling units) comprised in S.F.Nos: 27/2A & 29/3A of Saravanampatti Village, Coimbatore North Taluk, Coimbatore District.","The Joint Director, T&CP Coimbatore District issued Planning permission No: 618 /2024 in Letter No. SWP/BPA/287555/2024 dated 04/10/2024. The Commissioner, Coimbatore city Municipal Corporation issued Building permission in Letter No.162/BL/2024/04/004/03317 dated 26/11/2024.",25.11.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/1995a020-d4b9-11ef-abfe-930bfab65ff5, https://rera.tn.gov.in/public-view2/building/pfirm/b8679540-d7f6-11ef-930d-fd4bb08348de",
2025,164,TN/29/Building/0164/2025 dated 02-05-2025,"AVINAYA LUXE LIVING LLP AND V.VINOD KOTHARI, Door No.4, North Usman Road, T.Nagar Village , Chennai, Chennai, Tamil Nadu-600017.","Project Name: SPECTRA Registration of Residential Building Stilt floor + 5 Floors With15 Dwelling Units Availing Premium FSI at Plot No.46, New Door No.30, Old Door No.17, Trustpuram 2nd Cross Street / Puliyur 2nd Main Road, Kodambakkam, Chennai. Comprised in S.No.1273, T.S.No.35, Block No.24 of Puliyur Village, within the limit of greater Chennai Corporation, Chennai District.","CMDA, Planning Permission No OL-OL-PP/NHRB/0425/2024 issued in Letter No. CMDA/PP/NHRB/C/0005/2024 dated 13/07/2024. The Greater Chennai Corporation issued Building Permission no. CEBA/WDCN09/00369/2024dated 24/07/2024.",31.12.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/c6f545b0-8c55-11ef-a42b-8954348b66aa, https://rera.tn.gov.in/public-view2/building/pfirm/6e664330-8c5e-11ef-a829-850edb3df626",
2025,165,TN/29/Building/0165/2025 dated 02-05-2025,"M/s.CEEBROS PROPERTY DEVELOPMENT PRIVATE LIMITED REP BY ITS MANAGING DIRECTOR C.SUBBA REDDY (PROMOTER) & R.RAMKUMAR (LAND OWNER), Door No.SUKRITI, 19/1,, THIRD CROSS STREET,  RAJA ANNAMALAIPURAM, CHENNAI - 600028, Chennai, Tamil Nadu-","Project Name: RAMALAKSHMI Registration for Stilt floor + 5 floors (Height - 18.30m) Residential Building with 15 dwelling units at New Door No.21, Old Door No.11, South Boag Road (Chevalier Shivaji Ganesan Road), T.Nagar, Chennai 600017, Comprised in Old S.No.122/1, 122/2, 123/1 & 123/3, Old Block No.14 (Document), and Present T.S.No.6552, Block No.141 of T.Nagar Village, within the Limits of Greater Chennai Corporation, Guindy Taluk, Chennai District.",The CMDA issued planning permission No.OL-PP/NHRB/0033/2025 in Letter No.CMDA/PP/NHRB/C/0007/2025 dated 03/02/2025.  The Greater Chennai Corporation issued building permission in Letter No.CEBA/WDCN09/00059/2025 dated 10/02/2025.,31.12.2028,"https://rera.tn.gov.in/public-view1/building/pfirm/30c33ed0-e9e0-11ef-a9d8-cb2a96c93144, https://rera.tn.gov.in/public-view2/building/pfirm/6c93d7e0-eb96-11ef-897e-c3f59cbd25f7",
2025,166,TN/35/Building/0166/2025 dated 02-05-2025,"DAC DEVELOPERS PVT LTD, 19, K Block, Flat A1, 1st Main Road, Anna Nagar East, Chennai – 600 102, CHENNAI - 600102, Chennai, Tamil Nadu-","Project Name: NAPA VALLEY BY DAC Registration for Stilt floor + 4 floors + 5th floor (Part)  Residential Building with 110 dwelling units for Affordable Housing(Association Room, Indoor Games Room, GYM & AV Room) at Ottiyambakkam Main Road, Arasankazhani, Chennai, Comprised in S.No.41/3A, 41/3B1 & 42/1 of Arasankazhani Village,Chennai District.","CMDA  issued planning permission in Letter No.CMDA/PP/NHRB/S/0037/2025 dated 01/04/2025. President, Ottiyambakkam 1st Grade Village Panchayat issued building permission in Letter No. 02/2025-2026 dated 22/04/2025",31.05.2030,"https://rera.tn.gov.in/public-view1/building/pfirm/2f4b8470-15ee-11f0-a537-9d4a74b82fda, https://rera.tn.gov.in/public-view2/building/pfirm/5fc473a0-15f4-11f0-a9cb-b5880348402f",
2025,167,TN/1/Building/0167/2025 dated 02-05-2025,"M/s. MP Developers, Plot No.3, TANNERY STREET , SOMASUNDARAM NAGAR, PALLAVARAM , Chennai - 600  043, Chengalpattu, Tamil Nadu-","Project Name: THE WHITE HOUSE – TOWER A Registration for Stilt floor + 3 Floors  Residential Building with 18 dwelling units  at Plot Nos.1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , MP  Villa  Vista , (CMDA Approved Layout – 75/2024) Manapakkam Main Road , Kolapakkam , Chennai - 600 116. Comprised in Old S.No.26/2 (Document) , Old S.No.26/2A1 (Patta) , New S.Nos. 26/2A1B , 26/2A1C , 26/2A1D , 26/2A1L , 26/2A1R , 26/2A1S , 26/2A1T , 26/2A1U , 26/2A1V , 26/2A1W , 26/2A1X  of  Kolapakkam  Village , Kundrathur  Taluk ,  Kancheepuram District.","The Assistant Planner , CMDA , Chennai  has issued planning permission vide letter No.  CMDA/PP/NHRB/C/0841/2024 dated 07.03.2025. The  President  ,  Kolapakkam  Village  Panchayat  has issued building permission vide letter No. 51/2024-25   dated   26.03.2025.",06.03.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/e08c9360-19c8-11f0-84cd-8f8b22cfe382, https://rera.tn.gov.in/public-view2/building/pfirm/5426fdc0-19ca-11f0-b3cc-07beebdc1281",
2025,168,TN/11/Building/0168/2025 dated 02-05-2025,"VRINDHAVANA PROPERTIES, Door No.374, Second Floor, Trichy Road, Singanallur, Coimbatore, Tamil Nadu-641045.","Project Name: VRINDHAVANA  ADHIRA Registration for Stilt Floor + 5 Floors Residential Building with 35 Dwelling Units comprised in  Survey No. 95/2B3A2, 95/2B3A3 & 95/2B3A4 of  Kurudampalayam Village, Coimbatore North Taluk, Coimbatore District.","Joint Director, T&CP, Coimbatore District, issued Planning Permission No.382/2024 in Application No - SWP/BPA/180911/2024 Dated 21/06/2024. The President, Kurudampalayam Village Panchayat, issued Building Permission in Letter ROC No. 107/12.07.2024, Dated 12/07/2024.",17.06.2032,"https://rera.tn.gov.in/public-view1/building/pfirm/e6690dc0-de36-11ef-83fd-a9a76742368d, https://rera.tn.gov.in/public-view2/building/pfirm/65dcddc0-df09-11ef-bba2-d55908b56040",
2025,169,TN/35/Building/0169/2025 dated 02-05-2025,"M/S.VOORA PROPERTY DEVELOPERS PVT LTD.,, Flat No.nil, Door No.NO.139, DR.RADHA KRISHNAN SALAI, MYLAPORE, Mylapore, Chennai, Tamil Nadu-600004.","Project Name: VOORA ONE SEA Registration of Group Development of High Rise Building for affordable Residential apartments  Block-1, 2 & 3 (Combined Basement Floor), Block-1 (Tower -1 EWS) Stilt Floor to 12th Floor with 204 dwelling units, Block-02 (Tower-2,3,4)  Combined Stilt Floor, Block-02 (Tower-2) 1st Floor (podium) to 41st Floor, with 365 dwelling units, Block-02 (Tower-3) 1st Floor (podium) to 41st Floor, with 367 dwelling units with total 936 dwelling units, Block (Club House)  - Ground Floor to 5th Floor, and Block-04 - Ground Floor (Swimming Pool - Change room & Shower) comprised in S.F. Nos. 18/1, 18/2, 18/3, 18/8A, 18/8B, 18/10, 19/1, 19/2, 19/3, 19/4, 19/6B, 23/1A, 24/1, 25/1A, 25/1B, 25/1C, 25/1D, 25/2, 25/3, 25/4, 25/5, 25/6, 25/7, 25/8, 25/9A, 25/9B, 25/9C, 25/10, 29/12C1, 29/12C2, 29/12C3B, 30/5C1A, 30/6B, 30/7A, 30/8, 30/9, 30/10, 30/12C1A, 30/12C1B, 30/12C2, 30/12C3, 30/13A1, 30/13B, 31/1C1A1, 31/11, 31/13 at Kanathur Reddykuppam Village, Thiruporur Taluk, Chengalpattu District.","The Assistant Director, T&CP, Chengalpattu District issued planning permission vide No. SWP/BP/MLPA (CD-5) No.02/2025 in online reference No.SWP/BPA/270950/2024 Dt:03.01.2025. The President, Kanathur Reddykuppam Panchayat, Thiruporur Panchayat Union, Thiruporur Taluk, Chengalpattu District issued Building permit in letter Roc.No.42/2024-2025 dt:18.02.2025.",31.12.2031,"https://rera.tn.gov.in/public-view1/building/pfirm/7950bee0-f35f-11ef-81f8-712ac02dcd3d, https://rera.tn.gov.in/public-view2/building/pfirm/3e45ab90-f371-11ef-9231-7b67d79d5ea5",
2025,170,TN/29/Building/0170/2025 dated 07-05-2025,"Ms INDIA BUILDERS CHENNAI LIMITED (GPA Holder) & Tvl. R Panneer selvam R Sujatha V Jayanthi M Sarojini Dr A Prema Nageeswaran Pradeep B Evanesan (Land owners), Plot No.AA-36, 3rd Street, 3rd Main road, Anna nagar, Chennai, Tamil Nadu-600040.","Project Name: DWARAKA DARSHAN Registration for Stilt Floor (Parking) + 5 Floors Residential Building with 10 dwelling units at Block No.79, DwarakaFlats, Ambattur Estate-Thirumangalam Road, Anna Nagar Western Extension, Chennai Comprised in Old S.No. 289 part of Padi Village (As per document) & S.Nos. 297/3B, 297/1A part, 1B Part, 2A Part, 2B Part,290 part and T.S.No. 87/9, 87/10, 87/11, 87/12, Block No. 9, Ward-H of Mogappair Village (As per patta) within the limits of Greater Chennai Corporation, Chennai District.",CMDA issued Planning permission No. OL-PP/NHRB/0584/2024 in Letter No. CMDA/PP/NHRB/N/0135/2024 dated 23/09/2024. Greater Chennai Corporation issued Building permission in Letter No. CEBA/WDCN07/00499/2024 dated 04/10/2024.,22.09.2032,"https://rera.tn.gov.in/public-view1/building/pfirm/8a498b60-a3fe-11ef-b33b-97fcf93d05a6, https://rera.tn.gov.in/public-view2/building/pfirm/4f2c6dd0-a40f-11ef-b7c5-07d398ccbb72",
2025,171,TN/29/Building/0171/2025 dated 09-05-2025,"M/s. Sagar Grandhi Constructions & Mrs. Lavanya Chevala, C-10, Block C, 5th Floor, Sagar Classic Apartment, Classic Farms Road, 4th Street, Sholinganallur Village , Chennai, Tamil Nadu-600119.","Project Name: Sagar Prime Sagar Grandhi Constructions Registration for Stilt floor + 5 floors Residential Building with 20 dwelling units at Plot No.23, 1st Cross Street, Classic Retreat, Shollinganallur, Chennai comprised in S.No.585/1A8 of Sholinganallur Village, Chennai District.",CMDA issued Planning permission No. OL-PP/NHRB/0720/2024 in Letter No. CMDA/PP/NHRB/S/0459/2024 dated 12/12/2024. The Greater Chennai Corporation issued Building permission in Letter No. CEBA/WDCN15/00623/2024 dated 27/12/2024.,30.12.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/5397dc10-1ac9-11f0-ad61-97a878f5c6b0, https://rera.tn.gov.in/public-view2/building/pfirm/e5b19be0-1ad3-11f0-889f-75c999f82615",
2025,172,TN/35/Building/0172/2025 dated 09-05-2025,"M/S DRA AADITHYA SOUTH CITY PROJECTS PVT LTD, New Door No .109,111, & 113, Old Door No.76/1,77&78,  Lloyds Road, Avvai Shanmugam Salai, Royapettah, Chennai – 600 014., Chennai, Chennai, Tamil Nadu-600014.","Project Name: DRA INARA PHASE - IV Registration of Ground Floor + 2 Floors with 1 dwelling Unit in each plot, Plot No. 12, 14, 20, 22, 62, 63, 75 and  76  ( Total 8 Dwelling Units)  at  Thazhambur main road, ottiyambakkam, Chengalpet, comprised in S.Nos. 174/1, 175/1A, 175/2, 176, 177, 178/2A1, 178/2B, 190, 191, 192, 193, 227/1 & 227/2 of Ottiyambakkam Village, TambaramTaluk, Chengalpet District.","The Commissioner, Punitha Thomaiyar Malai Panchayat Union, issued Planning Permission in letter D.DIS.311/2024-2025/A4 in P.P.No.198/2025 dated 29.03.2025,D.Dis 303/2024-2025/A4 in P.P.No.187/2025 dated 28.03.2025.D.DIS.354/2024-2025/A4 in P.P.No.237/2025 dated 16/4/2024.D.Dis.355/2024-2025/A4 in P.P.No.238/2025 , dated 16/4/2024.D.DIS.304/2024-2025/A4 in P.P.No.188/2025 dated 28/3/2025, D.Dis.305/2024-2025/A4 in P.P.No.189/2025 Dated 28/3/2025.D.DIS.356/2024-2025/A4 in P.P.No.239/2025 Dated  16/4/2025, D.DIS.314/2024-2025/A4 in P.P.No.199/2025  Dated 29/3/2025.The Executive officer/ President, Village Panchayat Ottiambakkam, issued Building Permission in letter ROC No.311/2024-2025/A4 , dated 7/4/2025,Roc.No.303/2024-2025 date 7/4/2025. Roc NO.354/2024-2025/A4 dated 19/4/2025, Roc No.355/2024-2025/A4, dated 19/4/2024.Roc No..304/2024-20225/A5 dated 7/4/2025 ,Roc No.305/2024-2025/A4 Dated 7/4/2025.Roc No..356/2024-2025/A4 Dated  19/4/2025, Roc No.314/2024-2025/A4 Dated 7/4/2025.",31.10.2030,"https://rera.tn.gov.in/public-view1/building/pfirm/728f4d10-0f91-11f0-87fb-b30545eb76ee, https://rera.tn.gov.in/public-view2/building/pfirm/83015990-0fa0-11f0-92dd-f32f879a795b",
2025,173,TN/11/Building/0173/2025 dated 09-05-2025,"Senthil Kumar P, 30A. kalidas road, Ramnagar, Coimbatore, Coimbatore, Tamil Nadu-641009.","Project Name: ADVIKA Registration for Stilt Floor + 4 Floors residential building with 14 dwelling units comprised in S.F.No 181/5B, 181/5C of Vilankurichi Village, Coimbatore District.","The Joint Director, T&CP, Coimbatore District issued Planning Permission No: 573 /2023 in Lr ROC No: SWP/BPA/020161/2023 dated 05.12.2023. The Commissioner, Coimbatore City Municipal Corporation issued building License No: 162/BL/2024/02/009/00667 in Lr No: 162/BPA/2023/06990 dated 09.03.2024.",15.02.2029,"https://rera.tn.gov.in/public-view1/building/pindividiual/6ea5ea30-f999-11ef-9045-eb8022cda39c, https://rera.tn.gov.in/public-view2/building/pindividiual/37c92e00-fc21-11ef-8e10-cddd83de8847",
2025,174,TN/29/Building/0174/2025 dated 09-05-2025,"M/s. SPACE SETTERS rep by its Proprietor Thiru. J.DINESH KUMAR, Door No.42/25, Andavar Street, Choolaimedu, Chennai, Tamil Nadu-600094.","Project Name: SRIVAARI ENCLAVE Registration for Promoter's share of Flat Nos. F1, S1, T1, T2, T3 (Totally 5 Flats) in the Building comprising of Stilt Floor (Parking) + 3 Floors Residential Building  with 18 Dwelling units (Affordable Housing units) at Door No: 12, 12/2/1, 12/2B, Anandavelu Mudali Street, Perambur, Chennai Comprised in Survey Nos. 440/70 and T.S.Nos. 440/70, 440/242, 440/245, 440/263, Block No. 23, Ward - 01 of Perambur Village, Chennai District.","CMDA issued Planning Permission in OL-PP/NHRB/0094/2025 in Letter No. CMDA/PP/NHRB/N/0865/2024, dated 19/03/2025. The Executive Engineer (T.P), Greater Chennai Corporation issued Building Permission in Letter RC No. CEBA/WDCN06/00131/2025, dated 26/03/2025.",31.12.2030,"https://rera.tn.gov.in/public-view1/building/pindividiual/133a24c0-1a8c-11f0-a03f-91edc3cfb77a, https://rera.tn.gov.in/public-view2/building/pindividiual/39fc0820-204c-11f0-9fc2-5715fc67b931",
2025,175,TN/29/Building/0175/2025 dated 09-05-2025,"M/s.SRH MOTA STAR PROMOTERS PRIVATE LIMITED, Door No.112, Rajiv Gandhi Salai (OMR),  Kottivakkam, Sholinganallur, Chennai - 600096, Chennai, Tamil Nadu-","Registration of High Rise Building consisting of Extended Double Basement Floor (Each 2 levels Mechanized parking)+ Ground Floor + 11 Floors for Commercial (Office/Retail Shop) Building at Door no.112, Rajiv Gandhi Salai (OMR), Kandanchavadi, Perungudi, Chennai comprised in S.No. 286/3B1A, 286/3B1B1, 286/3B2A, 286/3B2B1 of Kottivakkam Village, Sholinganallur Taluk, Chennai District.",CMDA issued Planning permission No. C/PP/MSB/01(A to D)/2022  in Letter No. C3(S)/019/2019 dated 10/01/2022. Greater Chennai Corporation issued Building Permission  in Letter No. CEBA/WDCN14/00070/2022 dated 07/03/2022.,06.01.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/170d91a0-4ff6-11ef-8edf-91aee5c0a27e, https://rera.tn.gov.in/public-view2/building/pfirm/b79e8740-5f92-11ef-b423-d72576d06e8f",
